"","EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeCount","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","Over18","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","work_duration","Leaves","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating"
"1100",1100,42,"No","Travel_Rarely","Research & Development",7,"3","Technical Degree",1,"Female","2","Sales Executive","Married",182650,9,"Y",12,8,1,18,4,13,5,7,7.4,17,"3","1","4","3","3"
"1101",1101,31,"No","Travel_Rarely","Sales",9,"4","Life Sciences",1,"Female","1","Sales Executive","Divorced",161240,2,"Y",23,8,1,8,2,5,1,4,8.3,18,"3","4","3","2","4"
"1102",1102,34,"No","Travel_Rarely","Research & Development",8,"1","Life Sciences",1,"Female","3","Laboratory Technician","Married",25850,3,"Y",12,8,0,9,5,4,0,1,9.2,10,"4","4","2","3","3"
"1103",1103,31,"No","Travel_Rarely","Sales",25,"2","Life Sciences",1,"Female","3","Manufacturing Director","Divorced",182130,8,"Y",21,8,2,4,3,2,2,2,6.8,13,"1","3","2","4","4"
"1104",1104,26,"No","Travel_Frequently","Sales",16,"2","Life Sciences",1,"Male","2","Healthcare Representative","Married",83800,NA,"Y",14,8,0,8,3,7,7,7,6.1,21,"3","4","3","4","3"
"1105",1105,45,"No","Travel_Frequently","Research & Development",8,"4","Life Sciences",1,"Female","2","Manager","Single",29940,4,"Y",18,8,1,12,2,4,0,3,7.8,11,"2","3","3","3","3"
"1106",1106,33,"No","Travel_Rarely","Sales",1,"3","Life Sciences",1,"Female","5","Sales Executive","Single",12230,1,"Y",13,8,1,10,3,10,0,9,6.5,20,"2","3","2","3","3"
"1107",1107,28,"No","Travel_Frequently","Sales",8,"3","Life Sciences",1,"Male","4","Research Scientist","Married",11180,1,"Y",11,8,0,7,3,7,0,7,11,12,"3","4","3","3","3"
"1108",1108,29,"Yes","Travel_Frequently","Human Resources",2,"4","Human Resources",1,"Male","2","Sales Executive","Single",28750,1,"Y",11,8,0,1,3,1,0,0,6.8,19,"3","1","3","3","3"
"1109",1109,39,"No","Non-Travel","Research & Development",8,"5","Medical",1,"Female","2","Sales Representative","Married",188240,6,"Y",19,8,1,10,4,3,1,2,6.3,19,"1","3","3","3","3"
"1110",1110,27,"No","Travel_Rarely","Sales",3,"2","Technical Degree",1,"Male","2","Healthcare Representative","Married",135770,1,"Y",12,8,1,6,2,5,1,2,7.3,21,"2","2","2","3","3"
"1111",1111,34,"No","Travel_Frequently","Research & Development",9,"4","Life Sciences",1,"Female","2","Manufacturing Director","Married",26250,1,"Y",12,8,3,16,4,15,6,11,8.9,5,"3","4","3","3","3"
"1112",1112,28,"Yes","Travel_Rarely","Research & Development",25,"3","Technical Degree",1,"Male","1","Research Director","Single",187890,3,"Y",16,8,1,6,4,2,2,2,9.4,4,"4","3","3","3","3"
"1113",1113,47,"No","Non-Travel","Research & Development",1,"4","Medical",1,"Male","1","Research Scientist","Married",45380,8,"Y",11,8,0,16,3,8,1,7,6,17,"3","2","4","3","3"
"1114",1114,56,"No","Travel_Rarely","Research & Development",4,"3","Technical Degree",1,"Female","2","Sales Executive","Married",198470,4,"Y",14,8,0,6,6,0,0,0,7.9,18,"4","1","3","3","3"
"1115",1115,39,"No","Travel_Rarely","Research & Development",1,"3","Other",1,"Female","1","Laboratory Technician","Married",105120,1,"Y",12,8,1,10,2,10,7,9,7,19,"1","1","3","3","3"
"1116",1116,38,"No","Travel_Frequently","Research & Development",4,"2","Medical",1,"Female","1","Manager","Divorced",44440,1,"Y",13,8,0,20,2,20,0,7,11,3,"4","2","3","3","3"
"1117",1117,58,"No","Travel_Rarely","Sales",5,"3","Marketing",1,"Male","5","Sales Representative","Married",21540,4,"Y",21,8,1,29,3,1,0,0,9.9,3,"4","4","2","3","4"
"1118",1118,32,"Yes","Travel_Frequently","Research & Development",9,"3","Life Sciences",1,"Male","2","Laboratory Technician","Single",191900,3,"Y",17,8,1,8,2,4,0,3,10,14,"1","3","3","3","3"
"1119",1119,38,"No","Travel_Rarely","Research & Development",3,"4","Life Sciences",1,"Female","1","Sales Representative","Divorced",44900,2,"Y",21,8,1,10,1,5,0,3,7.6,14,"2","4","4","3","4"
"1120",1120,49,"No","Travel_Frequently","Sales",11,"4","Life Sciences",1,"Male","2","Research Scientist","Married",35060,3,"Y",11,8,1,28,4,5,4,3,6.3,14,"2","4","3","2","3"
"1121",1121,42,"No","Travel_Rarely","Sales",1,"3","Life Sciences",1,"Female","1","Sales Executive","Divorced",23720,3,"Y",12,8,1,14,3,0,0,0,8.7,6,"2","4","3","3","3"
"1122",1122,27,"Yes","Travel_Frequently","Sales",8,"1","Life Sciences",1,"Male","4","Laboratory Technician","Married",102310,1,"Y",13,8,1,1,2,1,0,0,6.5,8,"1","2","3","3","3"
"1123",1123,35,"No","Travel_Rarely","Research & Development",25,"1","Medical",1,"Male","1","Sales Executive","Married",54100,0,"Y",18,8,0,6,4,5,0,4,6.6,7,"2","1","1","3","3"
"1124",1124,28,"No","Non-Travel","Research & Development",21,"1","Medical",1,"Male","3","Research Scientist","Single",79780,1,"Y",16,8,2,5,2,5,1,4,6.7,17,"3","3","2","3","3"
"1125",1125,31,"No","Non-Travel","Sales",23,"1","Medical",1,"Male","1","Sales Executive","Divorced",38670,1,"Y",11,8,1,4,4,4,2,3,9.8,2,"3","1","4","4","3"
"1126",1126,36,"No","Non-Travel","Research & Development",1,"3","Life Sciences",1,"Male","2","Research Scientist","Married",28380,1,"Y",19,8,2,5,5,5,0,2,7.1,7,"1","2","3","1","3"
"1127",1127,34,"No","Travel_Rarely","Sales",2,"3","Marketing",1,"Male","4","Healthcare Representative","Single",46950,1,"Y",16,8,1,14,2,14,2,1,6,15,"1","4","2","3","3"
"1128",1128,34,"No","Travel_Rarely","Research & Development",19,"3","Technical Degree",1,"Female","1","Research Director","Divorced",33390,1,"Y",16,8,0,9,2,8,1,1,6.8,12,"4","3","2","2","3"
"1129",1129,26,"No","Travel_Rarely","Research & Development",2,"2","Life Sciences",1,"Male","2","Research Scientist","Single",20800,0,"Y",13,8,0,8,6,7,7,6,6.8,7,"3","1","2","4","3"
"1130",1130,29,"No","Travel_Rarely","Research & Development",2,"4","Other",1,"Male","2","Laboratory Technician","Married",20960,0,"Y",22,8,0,6,2,5,0,2,7.7,9,"1","1","2","4","4"
"1131",1131,32,"No","Non-Travel","Research & Development",3,"1","Life Sciences",1,"Male","3","Manager","Divorced",62090,5,"Y",17,8,1,9,5,5,1,2,6.6,5,"3","4","3","4","3"
"1132",1132,31,"No","Travel_Frequently","Research & Development",25,"5","Technical Degree",1,"Female","2","Human Resources","Married",180610,1,"Y",14,8,1,10,2,10,8,7,6.9,12,"4","1","3","3","3"
"1133",1133,28,"Yes","Travel_Rarely","Sales",7,"5","Life Sciences",1,"Female","2","Sales Representative","Divorced",171230,5,"Y",15,8,1,6,2,4,0,3,6.3,22,"3","4","2","2","3"
"1134",1134,38,"No","Travel_Rarely","Research & Development",9,"2","Technical Degree",1,"Male","3","Sales Representative","Single",23720,4,"Y",12,8,0,20,3,1,0,0,7.2,6,"1","1","2","2","3"
"1135",1135,35,"No","Travel_Rarely","Research & Development",5,"3","Life Sciences",1,"Male","2","Sales Representative","Married",48830,1,"Y",18,8,1,10,1,10,0,9,8.8,19,"3","4","3","1","3"
"1136",1136,27,"No","Travel_Rarely","Sales",2,"3","Life Sciences",1,"Female","1","Manager","Single",39040,1,"Y",15,8,0,7,2,7,0,7,7.9,6,"4","4","3","3","3"
"1137",1137,32,"No","Travel_Rarely","Research & Development",8,"1","Medical",1,"Female","2","Research Scientist","Single",46270,8,"Y",17,8,1,8,2,1,0,0,7.3,7,"4","4","3","2","3"
"1138",1138,31,"Yes","Travel_Frequently","Research & Development",2,"1","Other",1,"Male","3","Sales Executive","Married",70940,1,"Y",14,8,1,10,2,10,0,8,10,17,"1","4","3","3","3"
"1139",1139,53,"Yes","Travel_Rarely","Research & Development",18,"3","Medical",1,"Male","1","Research Scientist","Single",34230,6,"Y",15,8,1,15,4,2,2,2,11,4,"1","1","2","3","3"
"1140",1140,54,"No","Travel_Rarely","Research & Development",14,"3","Other",1,"Male","3","Research Scientist","Married",66740,3,"Y",17,8,1,9,2,4,2,3,7.9,19,"1","3","2","3","3"
"1141",1141,33,"No","Travel_Frequently","Research & Development",2,"4","Medical",1,"Female","4","Sales Executive","Divorced",168800,1,"Y",14,8,3,9,2,9,2,8,7.9,8,"4","3","3","3","3"
"1142",1142,43,"No","Travel_Rarely","Research & Development",3,"3","Medical",1,"Male","1","Research Scientist","Married",90940,1,"Y",12,8,1,10,0,10,0,9,7.5,5,"1","3","3","3","3"
"1143",1143,38,"No","Travel_Frequently","Research & Development",2,"5","Medical",1,"Female","4","Sales Executive","Married",84460,0,"Y",14,8,0,7,3,6,1,2,8,19,"4","2","3","2","3"
"1144",1144,55,"No","Travel_Rarely","Sales",9,"3","Marketing",1,"Male","2","Laboratory Technician","Married",119160,4,"Y",15,8,1,35,3,10,1,4,8.2,14,"3","2","3","2","3"
"1145",1145,31,"No","Travel_Rarely","Sales",6,"3","Other",1,"Male","1","Manufacturing Director","Divorced",45340,1,"Y",13,8,0,1,2,1,0,0,11,7,"4","4","3","3","3"
"1146",1146,39,"No","Travel_Rarely","Research & Development",4,"3","Life Sciences",1,"Male","2","Sales Executive","Single",98520,0,"Y",12,8,1,21,5,20,11,10,6.1,20,"2","1","3","2","3"
"1147",1147,42,"No","Non-Travel","Research & Development",10,"4","Life Sciences",1,"Female","2","Research Scientist","Single",61510,1,"Y",13,8,1,20,3,20,3,7,6.6,20,"4","3","3","3","3"
"1148",1148,31,"No","Non-Travel","Research & Development",14,"2","Life Sciences",1,"Male","2","Healthcare Representative","Married",23020,4,"Y",14,8,0,13,3,11,4,8,6.1,11,"3","3","4","3","3"
"1149",1149,54,"No","Travel_Rarely","Research & Development",1,"3","Medical",1,"Female","2","Human Resources","Single",23620,6,"Y",13,8,1,9,2,5,1,4,11,3,"3","1","3","4","3"
"1150",1150,24,"No","Travel_Rarely","Research & Development",5,"4","Other",1,"Male","1","Manufacturing Director","Single",178610,1,"Y",11,8,2,4,5,4,1,2,6.9,8,"2","3","2","1","3"
"1151",1151,23,"No","Travel_Rarely","Research & Development",7,"3","Life Sciences",1,"Male","2","Research Scientist","Single",191870,1,"Y",11,8,1,5,2,5,1,4,7,12,"4","4","4","3","3"
"1152",1152,40,"No","Travel_Frequently","Research & Development",21,"3","Medical",1,"Female","3","Research Scientist","Married",197170,1,"Y",21,8,0,10,1,10,9,4,7.8,8,"4","3","4","2","4"
"1153",1153,40,"No","Travel_Rarely","Research & Development",8,"1","Medical",1,"Female","5","Research Scientist","Married",35440,3,"Y",18,8,3,15,3,11,5,10,6.2,9,"2","2","3","2","3"
"1154",1154,25,"No","Travel_Rarely","Sales",20,"5","Medical",1,"Female","2","Laboratory Technician","Married",85000,4,"Y",12,8,0,6,2,2,1,2,6.2,22,"3","2","3","3","3"
"1155",1155,30,"No","Travel_Rarely","Human Resources",20,"4","Life Sciences",1,"Male","2","Research Scientist","Married",46610,1,"Y",11,8,0,12,3,12,1,7,6.1,23,"4","2","2","2","3"
"1156",1156,25,"No","Travel_Rarely","Research & Development",7,"2","Medical",1,"Male","5","Sales Executive","Divorced",41030,6,"Y",15,8,1,7,2,2,0,2,10,16,"4","3","2","3","3"
"1157",1157,47,"No","Travel_Rarely","Research & Development",1,"4","Life Sciences",1,"Male","2","Sales Executive","Single",42490,2,"Y",13,8,1,25,2,17,12,11,7.8,17,"1","3","3","2","3"
"1158",1158,33,"No","Non-Travel","Research & Development",1,"3","Life Sciences",1,"Male","2","Research Scientist","Divorced",140260,1,"Y",12,8,0,1,4,1,0,0,6.2,17,"2","3","2","3","3"
"1159",1159,38,"No","Travel_Rarely","Research & Development",19,"3","Life Sciences",1,"Female","2","Sales Executive","Married",68930,0,"Y",17,8,0,16,3,15,5,8,7.9,14,"4","2","3","3","3"
"1160",1160,31,"No","Travel_Rarely","Research & Development",10,"4","Medical",1,"Female","3","Sales Executive","Married",61250,0,"Y",13,8,1,3,3,2,1,2,7.2,19,"1","3","3","3","3"
"1161",1161,38,"No","Travel_Frequently","Research & Development",1,"4","Other",1,"Male","2","Research Scientist","Married",36690,2,"Y",19,8,0,10,2,8,7,7,6.5,7,"1","3","3","3","3"
"1162",1162,42,"No","Travel_Rarely","Research & Development",6,"3","Medical",1,"Male","2","Laboratory Technician","Divorced",100080,6,"Y",19,8,1,9,3,4,1,2,9.8,5,"4","1","2","1","3"
"1163",1163,41,"No","Travel_Rarely","Sales",2,"2","Medical",1,"Male","1","Healthcare Representative","Married",23870,3,"Y",17,8,1,12,1,5,1,0,7.7,15,"4","4","3","1","3"
"1164",1164,47,"No","Non-Travel","Research & Development",21,"2","Medical",1,"Male","1","Sales Executive","Married",46390,0,"Y",11,8,1,14,2,13,5,12,7.2,7,"3","2","1","2","3"
"1165",1165,35,"No","Travel_Rarely","Research & Development",4,"3","Life Sciences",1,"Male","2","Healthcare Representative","Married",78980,7,"Y",15,8,0,5,2,2,2,2,10,13,"4","3","3","2","3"
"1166",1166,22,"No","Travel_Rarely","Human Resources",12,"1","Human Resources",1,"Male","2","Sales Executive","Single",25340,0,"Y",11,8,0,4,1,3,1,2,6.4,21,"4","3","4","3","3"
"1167",1167,35,"No","Travel_Rarely","Research & Development",9,"3","Medical",1,"Female","2","Sales Executive","Single",131420,1,"Y",25,8,2,10,4,10,0,8,8,8,"2","3","3","3","4"
"1168",1168,33,"No","Travel_Rarely","Sales",3,"4","Medical",1,"Male","3","Healthcare Representative","Married",16110,0,"Y",14,8,0,10,2,9,8,1,9.1,8,"2","4","3","2","3"
"1169",1169,32,"No","Travel_Rarely","Research & Development",3,"2","Technical Degree",1,"Male","3","Manufacturing Director","Single",53630,1,"Y",13,8,0,6,4,6,4,1,7,5,"3","2","3","3","3"
"1170",1170,40,"No","Travel_Rarely","Research & Development",1,"4","Medical",1,"Male","2","Research Director","Married",50710,8,"Y",17,8,1,8,3,1,0,0,6.2,21,"1","4","2","2","3"
"1171",1171,32,"No","Travel_Rarely","Research & Development",1,"2","Medical",1,"Male","3","Sales Executive","Married",136950,0,"Y",13,8,0,3,3,2,2,2,6,12,"2","2","3","3","3"
"1172",1172,39,"No","Travel_Rarely","Research & Development",4,"4","Life Sciences",1,"Male","1","Sales Executive","Single",134020,7,"Y",14,8,1,18,1,7,1,7,8,16,"1","4","3","3","3"
"1173",1173,38,"No","Travel_Rarely","Sales",20,"4","Medical",1,"Female","2","Research Director","Married",20290,3,"Y",11,8,1,20,3,18,1,11,8,19,"2","3","3","2","3"
"1174",1174,32,"No","Travel_Rarely","Research & Development",18,"3","Life Sciences",1,"Male","2","Manager","Married",63770,1,"Y",12,8,2,14,3,14,5,7,7.9,14,"3","4","3","3","3"
"1175",1175,37,"No","Travel_Rarely","Research & Development",1,"3","Life Sciences",1,"Female","4","Sales Executive","Married",54290,1,"Y",17,8,1,16,3,16,6,8,9.4,8,"3","4","3","3","3"
"1176",1176,25,"No","Travel_Rarely","Research & Development",2,"4","Medical",1,"Female","2","Manufacturing Director","Divorced",27850,0,"Y",21,8,0,6,2,5,0,4,8,6,"1","3","2","3","4"
"1177",1177,52,"No","Non-Travel","Research & Development",2,"4","Other",1,"Male","1","Manager","Divorced",46140,2,"Y",16,8,1,16,3,9,0,0,6.8,5,"1","4","2","3","3"
"1178",1178,44,"No","Travel_Rarely","Research & Development",8,"1","Life Sciences",1,"Female","1","Sales Representative","Single",26100,6,"Y",15,8,0,6,2,4,1,2,11,17,"2","4","3","3","3"
"1179",1179,21,"No","Travel_Rarely","Sales",10,"5","Medical",1,"Male","3","Research Scientist","Single",66870,1,"Y",19,8,3,2,0,2,1,2,8.2,10,"3","1","3","3","3"
"1180",1180,39,"No","Non-Travel","Research & Development",3,"4","Life Sciences",1,"Female","2","Research Director","Single",47240,2,"Y",12,8,1,21,4,6,1,3,6.3,5,"4","4","2","4","3"
"1181",1181,23,"Yes","Travel_Frequently","Research & Development",2,"4","Life Sciences",1,"Female","2","Manufacturing Director","Married",61790,1,"Y",11,8,0,1,3,1,1,0,8,21,"4","1","2","3","3"
"1182",1182,36,"No","Travel_Rarely","Research & Development",24,"3","Life Sciences",1,"Female","2","Laboratory Technician","Married",61200,0,"Y",19,8,0,10,2,9,3,4,7.8,6,"1","4","3","3","3"
"1183",1183,36,"No","Travel_Frequently","Research & Development",16,"1","Medical",1,"Male","2","Sales Executive","Divorced",105960,7,"Y",15,8,0,18,3,4,0,2,7.8,13,"4","2","3","2","3"
"1184",1184,56,"No","Non-Travel","Research & Development",8,"1","Life Sciences",1,"Male","1","Sales Executive","Divorced",54670,1,"Y",20,8,0,13,6,13,1,9,6.6,18,"3","3","2","2","4"
"1185",1185,29,"Yes","Travel_Rarely","Research & Development",9,"4","Medical",1,"Male","2","Sales Representative","Married",29960,9,"Y",25,8,0,4,4,2,2,2,11,2,"1","4","4","3","4"
"1186",1186,42,"No","Travel_Rarely","Research & Development",17,"1","Life Sciences",1,"Male","3","Research Scientist","Married",99980,5,"Y",24,8,2,24,3,22,4,14,7.4,5,"1","3","2","2","4"
"1187",1187,56,"Yes","Travel_Rarely","Sales",10,"4","Other",1,"Male","2","Sales Executive","Married",40780,8,"Y",24,8,1,14,3,10,9,8,6.8,18,"4","3","1","3","4"
"1188",1188,41,"No","Travel_Rarely","Research & Development",13,"4","Life Sciences",1,"Female","1","Healthcare Representative","Married",109200,0,"Y",15,8,1,21,3,20,0,10,7.8,14,"1","2","3","4","3"
"1189",1189,34,"No","Travel_Rarely","Sales",1,"3","Medical",1,"Female","1","Laboratory Technician","Married",62320,1,"Y",13,8,1,8,3,8,1,7,7.4,19,"4","3","3","3","3"
"1190",1190,36,"No","Non-Travel","Sales",1,"1","Medical",1,"Female","1","Human Resources","Divorced",132470,1,"Y",14,8,0,15,3,15,11,11,7.7,20,"4","4","2","3","3"
"1191",1191,41,"No","Travel_Rarely","Research & Development",1,"5","Medical",1,"Male","1","Healthcare Representative","Divorced",40810,2,"Y",13,8,0,14,3,5,0,4,7.1,9,"3","2","3","3","3"
"1192",1192,32,"No","Travel_Rarely","Sales",9,"4","Life Sciences",1,"Female","2","Research Scientist","Single",57690,1,"Y",11,8,0,4,3,4,1,2,6.7,14,"4","1","3","3","3"
"1193",1193,35,"No","Travel_Rarely","Research & Development",16,"3","Medical",1,"Female","2","Healthcare Representative","Single",23940,1,"Y",16,8,1,9,3,9,1,7,11,14,"3","4","3","3","3"
"1194",1194,38,"No","Travel_Rarely","Research & Development",23,"3","Medical",1,"Male","3","Sales Representative","Married",39040,1,"Y",22,8,0,10,3,10,1,9,6.9,8,"1","4","3","2","4"
"1195",1195,50,"Yes","Travel_Frequently","Sales",4,"2","Life Sciences",1,"Female","2","Laboratory Technician","Divorced",167990,7,"Y",14,8,1,12,2,6,0,1,7.2,15,"2","3","3","2","3"
"1196",1196,36,"No","Travel_Rarely","Research & Development",22,"4","Life Sciences",1,"Male","1","Healthcare Representative","Married",29500,4,"Y",14,8,0,8,1,6,0,0,6.3,15,"2","unknown","2","2","3"
"1197",1197,45,"No","Travel_Rarely","Sales",24,"3","Life Sciences",1,"Male","1","Laboratory Technician","Single",36290,8,"Y",16,8,1,8,2,5,0,1,6.1,20,"4","3","3","4","3"
"1198",1198,40,"No","Travel_Rarely","Sales",10,"4","Life Sciences",1,"Male","1","Research Scientist","Single",93620,2,"Y",11,8,1,8,6,2,2,2,6.2,13,"3","3","unknown","3","3"
"1199",1199,35,"No","Travel_Frequently","Sales",7,"2","Life Sciences",1,"Male","2","Manufacturing Director","Married",32290,1,"Y",25,8,0,10,2,10,0,2,8.4,16,"3","3","4","2","4"
"1200",1200,40,"No","Travel_Rarely","Research & Development",17,"4","Life Sciences",1,"Male","1","Manager","Married",35780,2,"Y",14,8,1,20,2,5,0,2,7.5,14,"3","3","3","3","3"
"1201",1201,35,"No","Travel_Rarely","Human Resources",14,"1","Life Sciences",1,"Male","2","Research Scientist","Married",79880,1,"Y",18,8,0,4,3,4,1,1,6.9,11,"3","4","3","3","3"
"1202",1202,29,"No","Travel_Rarely","Research & Development",1,"3","Medical",1,"Male","3","Sales Executive","Married",42840,4,"Y",11,8,0,10,5,4,0,3,9.8,7,"4","2","3","2","3"
"1203",1203,29,"No","Travel_Rarely","Research & Development",5,"3","Medical",1,"Male","2","Sales Representative","Single",75530,1,"Y",19,8,0,5,3,5,0,4,6.1,7,"4","1","1","3","3"
"1204",1204,50,"Yes","Travel_Rarely","Research & Development",17,"3","Medical",1,"Male","1","Research Scientist","Divorced",173280,4,"Y",15,8,2,20,1,3,2,0,9.6,7,"4","1","3","3","3"
"1205",1205,39,"No","Travel_Rarely","Sales",25,"3","Medical",1,"Male","2","Sales Executive","Married",197010,0,"Y",11,8,0,21,3,20,9,6,7.5,14,"2","4","2","4","3"
"1206",1206,31,"No","Non-Travel","Research & Development",8,"4","Life Sciences",1,"Female","4","Sales Executive","Single",147320,0,"Y",12,8,0,10,3,9,1,7,7.3,14,"2","1","3","3","3"
"1207",1207,26,"No","Travel_Rarely","Research & Development",11,"4","Medical",1,"Male","2","Manager","Single",92780,0,"Y",20,8,0,5,3,4,0,0,7.5,10,"4","3","3","3","4"
"1208",1208,36,"No","Travel_Frequently","Research & Development",5,"1","Technical Degree",1,"Male","1","Sales Executive","Married",13590,4,"Y",12,8,0,17,2,5,0,3,7.7,9,"3","4","3","3","3"
"1209",1209,39,"No","Travel_Rarely","Research & Development",2,"1","Medical",1,"Female","1","Research Scientist","Married",47790,4,"Y",14,8,2,9,3,7,1,7,6,13,"4","1","3","3","3"
"1210",1210,27,"No","Travel_Rarely","Research & Development",8,"2","Medical",1,"Male","1","Laboratory Technician","Married",164220,1,"Y",20,8,1,6,3,6,0,3,9.3,20,"2","2","3","3","4"
"1211",1211,49,"No","Travel_Frequently","Research & Development",6,"1","Medical",1,"Male","3","Healthcare Representative","Married",29960,2,"Y",18,8,1,17,2,9,0,8,6.4,13,"4","2","2","2","3"
"1212",1212,34,"No","Travel_Rarely","Sales",4,"3","Medical",1,"Female","1","Sales Executive","Married",12610,2,"Y",14,8,1,6,6,4,1,2,6.5,20,"2","3","4","3","3"
"1213",1213,41,"Yes","Travel_Rarely","Research & Development",7,"2","Life Sciences",1,"Female","1","Research Scientist","Single",20990,8,"Y",12,8,1,8,2,6,0,5,8.6,17,"2","4","1","3","3"
"1214",1214,49,"No","Travel_Frequently","Sales",1,"4","Life Sciences",1,"Female","2","Manufacturing Director","Married",58100,1,"Y",21,8,1,10,2,10,1,7,6.7,13,"3","2","3","3","4"
"1215",1215,37,"Yes","Travel_Rarely","Research & Development",2,"3","Life Sciences",1,"Male","1","Sales Executive","Single",56470,6,"Y",19,8,0,7,2,0,0,0,8.5,3,"4","3","3","3","3"
"1216",1216,33,"No","Travel_Frequently","Research & Development",10,"2","Medical",1,"Male","2","Research Scientist","Married",34200,1,"Y",14,8,0,8,3,8,3,0,9.5,12,"4","3","3","3","3"
"1217",1217,27,"No","Travel_Rarely","Sales",5,"4","Medical",1,"Female","4","Manufacturing Director","Married",44000,9,"Y",17,8,1,6,3,2,2,2,6.4,13,"1","2","3","2","3"
"1218",1218,32,"No","Travel_Frequently","Research & Development",9,"2","Medical",1,"Female","2","Research Scientist","Single",35000,0,"Y",16,8,1,8,2,7,3,6,7.3,15,"4","4","2","2","3"
"1219",1219,59,"No","Travel_Rarely","Sales",2,"2","Marketing",1,"Female","5","Sales Representative","Married",20660,4,"Y",12,8,1,12,3,1,0,0,10,16,"3","1","2","3","3"
"1220",1220,30,"No","Travel_Rarely","Research & Development",11,"4","Medical",1,"Male","2","Laboratory Technician","Divorced",171690,1,"Y",17,8,2,1,2,1,0,0,6.4,8,"4","3","3","3","3"
"1221",1221,38,"No","Travel_Frequently","Sales",18,"4","Life Sciences",1,"Male","2","Healthcare Representative","Single",41620,0,"Y",15,8,1,10,1,9,1,8,8,6,"4","3","3","3","3"
"1222",1222,36,"No","Travel_Rarely","Research & Development",7,"3","Life Sciences",1,"Male","1","Sales Executive","Married",92040,6,"Y",23,8,1,17,2,7,7,7,7.8,7,"3","3","2","3","4"
"1223",1223,35,"No","Travel_Rarely","Human Resources",3,"4","Human Resources",1,"Male","2","Manager","Married",32940,0,"Y",11,8,0,6,2,5,0,3,7.5,13,"1","2","3","3","3"
"1224",1224,29,"No","Travel_Rarely","Sales",29,"4","Life Sciences",1,"Male","2","Laboratory Technician","Single",21270,0,"Y",11,8,1,10,3,9,0,8,11,14,"4","3","3","2","3"
"1225",1225,31,"No","Travel_Rarely","Research & Development",2,"2","Medical",1,"Male","2","Laboratory Technician","Divorced",39750,1,"Y",15,8,1,5,3,5,4,3,6.3,22,"unknown","3","2","3","3"
"1226",1226,34,"No","Travel_Rarely","Research & Development",28,"3","Technical Degree",1,"Male","1","Laboratory Technician","Divorced",107930,0,"Y",11,8,3,3,1,2,1,2,7.6,21,"2","4","3","2","3"
"1227",1227,28,"Yes","Travel_Rarely","Research & Development",1,"4","Life Sciences",1,"Male","5","Research Director","Single",100960,5,"Y",13,8,0,6,2,4,0,3,10,15,"3","3","3","3","3"
"1228",1228,29,"No","Travel_Rarely","Research & Development",16,"2","Life Sciences",1,"Female","4","Laboratory Technician","Divorced",36460,1,"Y",14,8,0,10,3,10,8,8,8,18,"2","1","3","4","3"
"1229",1229,32,"No","Travel_Rarely","Human Resources",22,"3","Human Resources",1,"Female","2","Research Director","Divorced",74460,0,"Y",19,8,0,7,3,6,0,5,11,15,"1","2","2","3","3"
"1230",1230,22,"No","Non-Travel","Research & Development",8,"3","Life Sciences",1,"Female","3","Sales Executive","Divorced",108510,1,"Y",16,8,1,1,2,1,0,0,10,14,"4","4","2","4","3"
"1231",1231,53,"No","Travel_Rarely","Research & Development",11,"3","Medical",1,"Male","2","Manager","Married",21090,2,"Y",13,8,0,31,3,25,3,7,8,12,"1","4","3","3","3"
"1232",1232,38,"No","Travel_Rarely","Research & Development",29,"3","Life Sciences",1,"Female","1","Manufacturing Director","Single",37220,5,"Y",14,8,0,6,0,3,1,2,9.7,9,"4","4","3","3","3"
"1233",1233,24,"No","Non-Travel","Research & Development",1,"5","Life Sciences",1,"Male","3","Research Scientist","Divorced",93800,0,"Y",16,8,0,5,2,4,1,3,6.9,6,"1","3","2","2","3"
"1234",1234,36,"Yes","Travel_Rarely","Research & Development",1,"3","Life Sciences",1,"Male","1","Research Director","Single",54860,7,"Y",12,8,1,10,2,5,0,3,6.5,20,"3","1","3","3","3"
"1235",1235,34,"No","Travel_Rarely","Sales",24,"3","Marketing",1,"Male","4","Research Scientist","Single",27420,0,"Y",11,8,1,13,2,12,2,11,6.1,11,"1","2","3","3","3"
"1236",1236,21,"No","Travel_Rarely","Sales",2,"3","Life Sciences",1,"Male","2","Manufacturing Director","Single",137570,1,"Y",12,8,1,0,3,0,0,0,6,20,"3","4","3","3","3"
"1237",1237,34,"Yes","Travel_Rarely","Sales",15,"2","Marketing",1,"Female","2","Research Scientist","Single",84630,2,"Y",13,8,0,8,2,4,1,3,7.8,17,"2","1","3","1","3"
"1238",1238,53,"No","Travel_Rarely","Sales",2,"1","Life Sciences",1,"Male","5","Human Resources","Divorced",31620,4,"Y",15,8,0,26,4,14,4,8,7.5,21,"3","3","2","3","3"
"1239",1239,32,"Yes","Travel_Frequently","Research & Development",10,"3","Medical",1,"Female","2","Manufacturing Director","Single",165980,1,"Y",13,8,0,10,2,10,6,7,9.5,18,"2","1","3","3","3"
