"","EmployeeID","Jan_avg_workhours","Feb_avg_workhours","Mar_avg_workhours","Apr_avg_workhours","May_avg_workhours","Jun_avg_workhours","Jul_avg_workhours","Aug_avg_workhours","Sep_avg_workhours","Oct_avg_workhours","Nov_avg_workhours","Dec_avg_workhours"
"935","935",9.8,9.7,9.6,9.8,9.8,9.7,9.7,9.6,9.7,9.7,9.6,9.6
"936","936",7.8,7.8,7.8,7.8,7.8,7.7,7.7,7.8,7.8,7.9,7.8,7.8
"937","937",6.7,6.8,6.6,6.7,6.7,6.8,6.7,6.7,6.8,6.8,6.7,6.7
"938","938",6.3,6.3,6.4,6.5,6.4,6.4,6.5,6.4,6.4,6.4,6.4,6.3
"939","939",11,11,11,11,11,11,11,11,11,11,11,11
"940","940",7.7,7.8,7.6,7.7,7.7,7.7,7.8,7.8,7.8,7.7,7.6,7.7
"941","941",9.6,9.5,9.4,9.5,9.6,9.4,9.4,9.5,9.5,9.5,9.5,9.5
"942","942",6,6.1,5.8,5.9,6,5.9,6,6,5.9,6,6,5.9
"943","943",8.5,8.6,8.6,8.5,8.5,8.7,8.4,8.5,8.5,8.5,8.4,8.6
"944","944",8,8,8.2,8.1,8.1,8.1,8.1,8.1,8,8.2,8.1,8
"945","945",7.3,7.4,7.5,7.3,7.3,7.4,7.4,7.4,7.5,7.4,7.3,7.4
"946","946",8,8,8,8,8,8.1,8,8,8,7.9,8,8.1
"947","947",9.9,10,9.8,9.9,9.8,9.8,9.8,9.9,9.8,10,10,9.9
"948","948",7.5,7.6,7.4,7.6,7.5,7.5,7.5,7.6,7.7,7.5,7.5,7.5
"949","949",7.2,7.2,7.2,7.2,7.3,7.2,7.2,7.2,7.1,7.2,7.2,7.1
"950","950",7.8,7.9,7.8,7.7,7.6,7.7,7.6,7.7,7.7,7.7,7.6,7.8
"951","951",8,7.9,8.1,8,7.9,8,8,7.9,7.9,8,7.9,7.9
"952","952",6.1,6.2,6.2,6.3,6.3,6.2,6.3,6.3,6.1,6.2,6.2,6.3
"953","953",7.8,7.8,7.7,7.8,7.8,7.8,7.7,7.8,7.8,7.9,7.8,7.8
"954","954",6.5,6.6,6.6,6.5,6.6,6.6,6.5,6.5,6.5,6.4,6.5,6.5
"955","955",7.1,7,7.1,7.1,7.1,7.1,7.2,6.9,7.1,7,7.1,7.1
"956","956",9.2,9.2,9.3,9.1,9.2,9.2,9.2,9.2,9.3,9.2,9.2,9.3
"957","957",8.5,8.6,8.5,8.6,8.4,8.5,8.5,8.6,8.5,8.6,8.5,8.4
"958","958",8.2,8.2,8.2,8.1,8.3,8,8.2,8.2,8.2,8.1,8.1,8.2
"959","959",8.1,8.1,8.1,8.1,8.2,8,8.1,8,8.1,8,8.1,8.2
"960","960",6.6,6.7,6.7,6.7,6.8,6.8,6.7,6.7,6.7,6.8,6.8,6.6
"961","961",7,7,7.1,7,7,7,7.1,7,7.1,7.1,7,7.1
"962","962",7.9,8,8,8,7.9,7.8,7.9,7.9,7.9,7.9,8,8
"963","963",6.2,6.3,6.3,6.3,6.2,6.3,6.5,6.2,6.2,6.2,6.3,6.4
"964","964",6.2,6.5,6.3,6.2,6.4,6.2,6.3,6.2,6.3,6.3,6.3,6.2
"965","965",6.3,6.4,6.4,6.4,6.4,6.4,6.5,6.3,6.2,6.4,6.4,6.4
"966","966",6.8,6.8,6.9,6.7,6.8,6.8,6.8,6.8,6.9,6.7,6.9,6.7
"967","967",7.6,7.7,7.7,7.8,7.8,7.8,7.8,7.7,7.7,7.6,7.8,7.8
"968","968",6.7,6.6,6.6,6.6,6.6,6.6,6.5,6.6,6.5,6.6,6.6,6.6
"969","969",6.8,6.8,6.8,6.9,7,7,6.9,6.9,7,6.8,7,7
"970","970",7.2,7.2,7.2,7.2,7.2,7.1,7.2,7.1,7.3,7.3,7.2,7.1
"971","971",7.7,7.7,7.8,7.8,7.6,7.7,7.8,7.7,7.6,7.7,7.7,7.8
"972","972",9.8,9.8,9.8,9.9,9.7,9.9,9.8,9.7,9.7,9.8,9.7,9.8
"973","973",6,6,5.9,6,6,6.1,6,6,6,6,6,5.9
"974","974",7.7,7.6,7.6,7.6,7.6,7.5,7.6,7.5,7.5,7.6,7.5,7.6
"975","975",7.3,7.3,7.4,7.5,7.4,7.4,7.3,7.3,7.4,7.3,7.5,7.2
"976","976",7.2,7.3,7.3,7.2,7.3,7.3,7.3,7.3,7.4,7.2,7.1,7.3
"977","977",7.6,7.7,7.6,7.7,7.7,7.7,7.8,7.6,7.7,7.8,7.6,7.6
"978","978",9.8,9.7,9.8,9.8,9.8,9.8,9.8,9.7,9.7,9.9,9.8,9.8
"979","979",10,10,10,10,10,10,10,10,10,10,10,10
"980","980",6.9,6.9,7,7.1,7.1,7,7.1,7,7,7,6.9,7
"981","981",5.9,6.1,6,6,6,6.1,6.1,6,6,6,6.1,6
"982","982",6.4,6.4,6.5,6.4,6.4,6.5,6.5,6.6,6.4,6.4,6.5,6.4
"983","983",10,10,10,10,10,10,10,10,10,10,10,10
"984","984",7.5,7.4,7.6,7.6,7.6,7.7,7.5,7.6,7.8,7.5,7.5,7.8
"985","985",7.9,7.9,7.9,7.8,7.9,7.9,7.9,8,7.9,7.9,8,7.9
"986","986",7.8,7.8,7.8,7.8,7.7,7.7,7.7,7.8,7.8,7.8,7.7,7.9
"987","987",6.2,6.1,6.4,6.4,6.2,6.2,6.2,6.2,6.2,6.2,6.3,6.1
"988","988",5.8,5.9,6,5.9,5.9,6,5.9,5.9,6,6,6,6
"989","989",6.7,6.7,6.8,6.7,6.7,6.7,6.8,6.7,6.7,6.6,6.7,6.7
"990","990",7.5,7.7,7.5,7.6,7.6,7.6,7.7,7.6,7.6,7.7,7.6,7.7
"991","991",6.4,6.4,6.3,6.3,6.3,6.3,6.2,6.3,6.3,6.2,6.2,6.3
"992","992",6.9,6.9,6.9,6.7,6.9,6.6,6.8,6.7,6.8,6.7,6.9,6.8
"993","993",8.7,8.9,8.7,8.9,9,8.7,8.8,8.8,8.8,8.7,8.9,8.7
"994","994",8.1,8,8.1,8.1,8,8,8,8,8.1,8.1,8.1,8
"995","995",9.8,10,10,9.9,10,10,9.9,9.9,9.9,9.9,9.9,10
"996","996",7.3,7.3,7.4,7.5,7.6,7.4,7.2,7.4,7.5,7.3,7.5,7.3
"997","997",7.7,7.7,7.6,7.7,7.7,7.7,7.7,7.8,7.6,7.6,7.8,7.8
"998","998",8.3,8.2,8.3,8.2,8.3,8.3,8.2,8.2,8.3,8.4,8.4,8.3
"999","999",7.9,8,7.9,7.9,8,8,7.9,7.9,7.8,7.8,7.8,7.9
"1000","1000",6.3,6.2,6.1,6,6.2,6.2,6.2,6.3,6.2,6.3,6.3,6.2
"1001","1001",6.3,6.3,6.1,6.4,6.3,6.4,6.3,6.2,6.3,6.3,6.3,6.2
"1002","1002",6.8,6.9,6.9,6.8,6.7,6.9,6.8,6.8,6.8,6.8,6.8,6.8
"1003","1003",6.1,6.1,6,5.9,5.9,6.1,6,6,6,6,6.1,5.9
"1004","1004",8.9,9.1,9,9,8.8,9,9,9.1,9,9.1,9.1,9.1
"1005","1005",8.5,8.4,8.4,8.5,8.4,8.4,8.4,8.5,8.4,8.4,8.4,8.2
"1006","1006",6.8,6.7,6.6,6.7,6.8,6.7,6.7,6.7,6.7,6.6,6.5,6.6
"1007","1007",7.6,7.6,7.6,7.7,7.7,7.7,7.6,7.6,7.7,7.5,7.6,7.5
"1008","1008",6.7,6.6,6.7,6.7,6.8,6.7,6.7,6.8,6.7,6.7,6.8,6.8
"1009","1009",6.3,6.3,6.3,6.2,6.2,6.2,6.2,6.3,6.3,6.4,6.1,6.2
"1010","1010",8.2,8.2,8.2,8.1,8.2,8.3,8.1,8.2,8.1,8.2,8.2,8.2
"1011","1011",8.1,8.1,8.1,8.2,8.1,8.1,8.1,8.1,8,8.1,8.2,8.1
"1012","1012",6.1,6.1,6.1,6.2,6.1,6.1,6,6,6.1,6,6.1,6
"1013","1013",7.7,7.6,7.9,7.8,7.8,7.5,7.6,7.7,7.6,7.7,7.8,7.7
"1014","1014",7.5,7.5,7.5,7.4,7.4,7.6,7.5,7.5,7.5,7.4,7.4,7.5
"1015","1015",6.4,6.4,6.3,6.4,6.4,6.3,6.3,6.5,6.4,6.4,6.2,6.3
"1016","1016",8.8,8.9,8.9,8.9,8.9,8.7,8.9,8.9,8.9,8.8,9,8.8
"1017","1017",7.4,7.3,7.4,7.3,7.4,7.1,7.3,7.2,7.3,7.2,7.3,7.2
"1018","1018",6.8,6.6,6.7,6.7,6.8,6.7,6.8,6.7,6.7,6.6,6.8,6.7
"1019","1019",7.8,8.1,7.9,8,8.1,8,8,7.9,8,7.9,8.1,7.9
"1020","1020",10,9.9,10,10,10,10,10,10,10,10,10,10
"1021","1021",9.5,9.5,9.6,9.5,9.5,9.6,9.6,9.5,9.7,9.5,9.4,9.6
"1022","1022",9.2,9.3,9.4,9.4,9.3,9.3,9.3,9.2,9.2,9.3,9.3,9.2
"1023","1023",6.2,5.9,6.1,6.1,6.1,6.2,6.2,6.2,6.1,6,6.1,6.1
"1024","1024",8.6,8.7,8.5,8.5,8.6,8.6,8.6,8.6,8.5,8.5,8.6,8.7
"1025","1025",8,8,8,8,8,7.9,8,8,8.1,8,8,8
"1026","1026",7.4,7.4,7.5,7.3,7.3,7.5,7.4,7.4,7.4,7.5,7.4,7.3
"1027","1027",6.8,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.7,7
"1028","1028",6.7,6.7,6.8,6.8,6.6,6.7,6.7,6.8,6.7,6.6,6.6,6.7
"1029","1029",6.6,6.6,6.6,6.7,6.7,6.6,6.6,6.6,6.5,6.6,6.5,6.6
"1030","1030",6.7,6.7,6.6,6.5,6.7,6.6,6.5,6.5,6.5,6.7,6.7,6.6
"1031","1031",6.7,6.7,6.6,6.6,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.6
"1032","1032",8,7.8,7.8,7.7,7.8,7.8,7.7,7.8,7.8,7.9,7.8,7.9
"1033","1033",8,7.9,7.9,7.9,7.9,8,8,7.9,7.9,7.8,7.8,7.8
"1034","1034",6.4,6.2,6.3,6.2,6.2,6.2,6.2,6.1,6.1,6.2,6.1,6.3
"1035","1035",6.3,6.2,6.2,6.2,6.2,6.1,6.2,6.2,6.3,6,6.3,6.2
"1036","1036",7.4,7.4,7.4,7.5,7.4,7.5,7.4,7.3,7.4,7.4,7.5,7.4
"1037","1037",7.8,7.8,7.8,7.8,7.8,7.9,7.8,7.9,7.7,7.8,7.8,7.7
"1038","1038",10,10,10,10,10,10,10,10,10,10,10,10
"1039","1039",7.1,7.1,7,7,7.1,7.1,7.1,7,7.1,7.1,7,7
"1040","1040",8.6,8.8,8.7,8.6,8.8,8.7,8.7,8.6,8.7,8.6,8.8,8.7
"1041","1041",8,7.9,8,8,7.9,8,8,8,7.8,7.9,8,7.9
"1042","1042",6.6,6.5,6.5,6.7,6.6,6.6,6.5,6.7,6.5,6.6,6.6,6.7
"1043","1043",7.4,7.3,7.4,7.4,7.4,7.4,7.3,7.4,7.3,7.4,7.5,7.3
"1044","1044",6.7,6.6,6.6,6.6,6.6,6.6,6.6,6.5,6.6,6.6,6.7,6.6
"1045","1045",7.4,7.3,7.4,7.3,7.3,7.4,7.4,7.5,7.5,7.4,7.5,7.4
"1046","1046",11,11,11,11,11,11,11,11,11,11,11,11
"1047","1047",7.2,7.2,7.2,7.3,7.3,7.2,7.3,7.3,7.2,7.2,7.1,7.2
"1048","1048",7,7.1,6.9,7.1,7,7.2,7.1,7.1,7.1,7.2,7.1,7.1
"1049","1049",7.6,7.6,7.5,7.5,7.5,7.6,7.4,7.4,7.4,7.6,7.4,7.6
"1050","1050",7.6,7.5,7.6,7.5,7.5,7.6,7.5,7.6,7.7,7.5,7.6,7.5
"1051","1051",9.4,9.6,9.5,9.5,9.6,9.5,9.5,9.4,9.5,9.4,9.6,9.6
"1052","1052",6.2,6.1,6.2,6.1,6.1,6,6.1,6.2,6.1,6.2,6.1,6.1
"1053","1053",9.7,9.7,9.6,9.5,9.6,9.5,9.5,9.5,9.6,9.7,9.7,9.6
"1054","1054",7.6,7.7,7.7,7.7,7.6,7.6,7.6,7.6,7.7,7.7,7.7,7.8
"1055","1055",6.2,6.1,6,6.1,6.1,6.1,6.1,6.2,6.1,6.1,6.2,6.1
"1056","1056",8.7,8.7,8.7,8.7,8.7,8.7,8.6,8.8,8.6,8.9,8.6,8.6
"1057","1057",7.2,7.2,7.3,7.2,7.2,7.2,7.2,7.1,7.3,7.2,7.1,7.2
"1058","1058",11,11,11,11,11,11,11,11,11,11,11,11
"1059","1059",7,6.9,7,7.1,7,7,7,7.1,7,7,7,7
"1060","1060",10,10,10,10,10,10,10,10,10,10,10,10
"1061","1061",7.7,7.7,7.7,7.7,7.8,7.7,7.7,7.6,7.7,7.7,7.7,7.6
"1062","1062",7.5,7.5,7.6,7.6,7.7,7.6,7.6,7.7,7.6,7.6,7.5,7.8
"1063","1063",6.6,6.5,6.6,6.5,6.3,6.5,6.5,6.4,6.5,6.5,6.5,6.5
"1064","1064",6.1,6.1,6.1,6.1,6.1,6,6.1,6,6.1,6.2,6,6.2
"1065","1065",7.3,7.3,7.2,7.2,7.2,7.2,7.3,7.2,7.3,7.2,7.3,7.2
"1066","1066",7.8,7.8,7.7,7.7,7.6,7.7,7.8,7.7,7.7,7.5,7.7,7.7
"1067","1067",7.9,8.1,8,8,7.9,8,8,8.1,8,7.9,8.1,8
"1068","1068",6.5,6.6,6.6,6.6,6.4,6.5,6.7,6.5,6.6,6.6,6.7,6.7
"1069","1069",10,10,10,11,10,10,10,10,10,10,10,10
"1070","1070",7.8,7.9,7.9,7.9,7.8,7.9,7.8,8,7.8,7.7,8,8
"1071","1071",7.1,7.2,7.1,7.1,7.1,7,7,7,7.1,7.1,7.2,7.1
"1072","1072",8,8,7.9,8,7.8,8,8,8,8,8,8,8.1
"1073","1073",6.4,6.3,6.2,6.3,6.2,6.3,6.3,6.4,6.3,6.3,6.4,6.3
"1074","1074",6.1,6,6.1,6,6.2,6.1,6.1,6.1,6.1,6.1,6.1,6.1
"1075","1075",8.5,8.7,8.7,8.6,8.6,8.5,8.5,8.7,8.6,8.5,8.7,8.6
"1076","1076",7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.8,7.9
"1077","1077",7.7,7.7,7.6,7.8,7.7,7.7,7.6,7.7,7.7,7.7,7.6,7.7
"1078","1078",6.6,6.5,6.5,6.6,6.6,6.5,6.5,6.6,6.4,6.5,6.5,6.6
"1079","1079",6.3,6.3,6.2,6.2,6.2,6.3,6.3,6.2,6.3,6.2,6.2,6.1
"1080","1080",7.1,7.1,7.1,7,7,7,7,7,7.2,7,7,7
"1081","1081",7.6,7.9,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.6,7.6
"1082","1082",10,11,10,11,11,10,11,11,10,11,10,10
"1083","1083",9.5,9.4,9.4,9.6,9.6,9.4,9.6,9.5,9.5,9.4,9.4,9.6
"1084","1084",7.4,7.3,7.5,7.6,7.4,7.4,7.5,7.5,7.4,7.6,7.5,7.6
"1085","1085",8,8,8.1,8.2,8.2,8.1,8.2,8.1,8,8.1,8.1,8.2
"1086","1086",7,7.3,7,7.1,7.1,7.1,7.3,7.1,7.1,7.2,7.2,7
"1087","1087",8.7,8.6,8.6,8.6,8.8,8.7,8.6,8.7,8.7,8.7,8.7,8.7
"1088","1088",11,10,10,11,10,10,10,10,10,11,11,11
"1089","1089",7.1,7.2,7.2,7.1,6.9,7.1,7.2,7.1,7.1,7.1,7.2,7.1
"1090","1090",6.6,6.4,6.5,6.4,6.5,6.5,6.5,6.6,6.5,6.5,6.4,6.5
"1091","1091",6.8,6.7,6.9,6.8,6.7,6.8,6.7,6.8,6.8,6.8,6.7,6.8
"1092","1092",9.3,9.3,9.4,9.4,9.4,9.3,9.2,9.3,9.2,9.3,9.3,9.3
"1093","1093",7.6,7.6,7.5,7.6,7.7,7.5,7.6,7.7,7.6,7.7,7.6,7.5
"1094","1094",7.3,7.2,7.2,7.2,7.3,7.2,7.3,7.1,7.3,7.2,7.2,7.2
"1095","1095",7,7.2,7.1,7,7.1,7.1,7.1,7.1,7,7.1,7,7.1
"1096","1096",10,10,10,10,10,10,10,10,10,10,10,10
"1097","1097",6.8,6.9,6.9,6.8,6.9,6.8,6.9,6.8,6.9,6.8,6.8,7
"1098","1098",7.3,7.2,7.2,7.3,7.3,7.3,7.2,7.3,7.3,7.3,7.1,7.4
"1099","1099",6.5,6.3,6.3,6.3,6.3,6.6,6.3,6.4,6.5,6.4,6.4,6.5
"1100","1100",7.5,7.4,7.5,7.2,7.3,7.3,7.4,7.5,7.4,7.4,7.4,7.4
"1101","1101",8.3,8.3,8.5,8.2,8.3,8.4,8.3,8.3,8.2,8.4,8.3,8.4
"1102","1102",9.2,9.2,9.2,9.2,9.2,9.1,9.3,9.3,9.2,9.1,9.2,9.3
"1103","1103",6.8,6.9,6.7,6.9,6.8,6.8,6.8,6.8,6.8,6.7,6.7,6.8
"1104","1104",6,6,6,6,6.1,6.2,6,6.2,6,6.1,6.2,6.1
"1105","1105",7.9,7.9,7.9,7.8,7.8,7.8,7.8,7.7,7.7,7.7,7.8,7.7
"1106","1106",6.5,6.5,6.4,6.4,6.4,6.6,6.5,6.4,6.4,6.5,6.3,6.5
"1107","1107",11,11,11,11,11,10,11,11,11,11,11,11
"1108","1108",6.9,6.9,6.8,6.9,6.8,6.8,6.7,6.8,6.8,6.8,6.7,6.7
"1109","1109",6.2,6.4,6.3,6.2,6.3,6.4,6.3,6.3,6.3,6.3,6.3,6.3
"1110","1110",7.3,7.3,7.3,7.1,7.3,7.4,7.3,7.3,7.2,7.3,7.2,7.3
"1111","1111",9,8.9,8.9,8.9,8.9,8.9,8.8,9,8.9,9.1,8.9,8.9
"1112","1112",9.3,9.5,9.4,9.5,9.4,9.4,9.5,9.5,9.3,9.4,9.5,9.4
"1113","1113",6,6.1,6,6,5.9,6,5.9,6,6,6,6,6.1
"1114","1114",7.9,8,7.9,7.8,7.8,7.9,7.9,7.9,8,7.8,7.9,7.9
"1115","1115",6.8,7.1,7,7,6.9,7,7,7,7,7,7,7
"1116","1116",11,11,11,11,11,11,11,11,11,11,11,11
"1117","1117",9.8,9.9,9.9,9.8,9.8,9.9,9.8,9.9,9.9,9.9,10,10
"1118","1118",10,10,10,10,10,10,10,10,10,10,10,10
"1119","1119",7.7,7.7,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.7
"1120","1120",6.2,6.3,6.2,6.2,6.4,6.2,6.2,6.3,6.2,6.4,6.3,6.3
"1121","1121",8.8,8.8,8.6,8.7,8.8,8.7,8.7,8.7,8.6,8.7,8.7,8.8
"1122","1122",6.4,6.7,6.4,6.5,6.5,6.6,6.4,6.6,6.5,6.4,6.5,6.4
"1123","1123",6.6,6.6,6.6,6.5,6.6,6.6,6.5,6.6,6.7,6.6,6.7,6.7
"1124","1124",6.5,6.7,6.5,6.8,6.7,6.6,6.8,6.6,6.6,6.7,6.8,6.7
"1125","1125",9.8,9.8,9.9,9.8,9.9,9.9,9.7,9.8,9.8,9.7,9.9,9.7
"1126","1126",7.3,7.1,7,7,7.2,7.1,7.2,7.1,7.1,7.2,7,7
"1127","1127",6.1,5.9,6,6.1,5.9,6,6.1,5.9,6.1,6.1,6.1,6
"1128","1128",6.9,6.8,6.7,6.8,6.9,6.8,6.7,6.8,6.9,6.9,6.7,6.8
"1129","1129",6.7,6.8,6.8,6.8,6.7,6.9,6.8,6.7,6.8,6.8,6.7,6.8
"1130","1130",7.8,7.7,7.8,7.7,7.8,7.7,7.7,7.7,7.7,7.7,7.7,7.6
"1131","1131",6.5,6.6,6.6,6.6,6.6,6.6,6.6,6.7,6.5,6.5,6.6,6.6
"1132","1132",6.8,6.8,6.9,6.9,7,7,6.9,6.9,7,6.9,6.9,6.9
"1133","1133",6.4,6.3,6.3,6.3,6.3,6.2,6.4,6.3,6.4,6.4,6.2,6.3
"1134","1134",7.2,7.3,7.2,7.1,7.1,7.2,7.2,7.2,7.1,7.2,7.2,7.2
"1135","1135",8.7,8.9,8.9,8.7,8.7,8.9,8.8,8.8,8.8,8.9,8.7,8.9
"1136","1136",7.9,7.9,7.9,7.9,7.8,8,7.9,7.9,7.9,8,7.8,7.8
"1137","1137",7.4,7.2,7.2,7.4,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.2
"1138","1138",10,10,10,10,10,10,10,10,10,10,10,10
"1139","1139",11,11,11,11,11,11,11,11,11,11,11,11
"1140","1140",8.1,7.9,8,7.9,7.9,7.9,7.9,7.8,7.8,7.9,7.9,7.9
"1141","1141",7.8,7.9,7.9,8,8,7.9,7.9,8,7.9,7.8,7.8,7.9
"1142","1142",7.5,7.5,7.4,7.4,7.5,7.6,7.5,7.5,7.4,7.5,7.4,7.4
"1143","1143",8,8,8,8,7.8,8,7.9,7.9,7.9,8,8,7.9
"1144","1144",8.1,8.2,8.2,8.2,8.2,8.2,8.2,8.1,8.3,8.2,8.2,8.2
"1145","1145",11,11,11,11,11,11,11,11,11,11,11,11
"1146","1146",6.1,6,6.1,6.1,6,6.2,6.1,6.1,6,6,6.1,6.1
"1147","1147",6.5,6.5,6.6,6.7,6.6,6.6,6.6,6.4,6.6,6.6,6.6,6.7
"1148","1148",6.1,6.1,6.2,6.1,6.1,6,6.2,6.1,6.1,6.1,6.1,6.1
"1149","1149",11,11,10,10,11,11,10,11,10,10,10,11
"1150","1150",6.7,6.9,7,7,7,6.8,6.8,6.9,6.8,6.8,7,6.9
"1151","1151",7,7,7,7,6.9,7,7.2,7,7,7,6.9,6.9
"1152","1152",7.7,7.8,7.8,7.9,7.9,7.8,7.8,7.8,7.8,7.9,7.7,7.7
"1153","1153",6.1,6.1,6.2,6.1,6.3,6.2,6.1,6.1,6.2,6.2,6.2,6.1
"1154","1154",6.3,6.2,6.3,6.2,6.2,6.1,6.3,6.2,6.2,6.2,6.2,6.1
"1155","1155",6.1,6.1,6.1,6.1,6,6.1,6,6.2,6.1,6,6.1,6
"1156","1156",10,10,10,10,10,10,10,10,10,10,10,10
"1157","1157",7.8,7.9,7.8,7.7,7.8,7.9,7.7,7.9,7.7,7.7,7.8,7.8
"1158","1158",6.3,6.3,6.1,6.2,6.1,6.1,6.1,6.3,6.3,6.2,6.2,6.1
"1159","1159",7.7,8,7.9,7.9,7.8,7.8,8.1,7.9,7.9,8,7.8,8
"1160","1160",7.2,7.2,7.1,7.2,7.2,7.2,7.2,7.2,7.2,7.1,7.3,7.3
"1161","1161",6.5,6.6,6.6,6.5,6.5,6.5,6.4,6.5,6.4,6.6,6.5,6.5
"1162","1162",9.7,9.9,9.7,9.9,9.8,9.7,9.7,9.8,9.7,9.8,9.8,9.7
"1163","1163",7.7,7.7,7.6,7.7,7.7,7.8,7.6,7.8,7.7,7.6,7.6,7.7
"1164","1164",7.1,7.2,7.1,7.3,7.2,7.2,7.2,7.3,7.3,7.2,7.2,7.3
"1165","1165",10,10,11,10,10,10,10,10,10,10,10,10
"1166","1166",6.4,6.3,6.3,6.4,6.5,6.4,6.4,6.5,6.4,6.4,6.3,6.4
"1167","1167",8,8.1,8.1,8,8,8,8.1,7.9,8,8,8.1,7.9
"1168","1168",9.1,9.1,9.2,9.1,9.1,9.1,9,9.1,9.1,9.2,9.1,9.1
"1169","1169",7,7,6.9,6.9,7.1,7,7,7,6.9,7,7,7
"1170","1170",6.1,6.2,6.2,6.2,6.1,6.1,6.1,6.2,6.1,6.2,6.3,6.2
"1171","1171",6.1,6.1,6,6,6.1,6,6,6,6,6,5.9,5.9
"1172","1172",8,8.1,8,8.1,8.1,8,8,8.1,8.1,7.9,8.1,8
"1173","1173",8.1,7.9,8,8,8,8,8,8.1,8,8,8.1,8
"1174","1174",8,7.9,7.9,7.9,7.9,7.9,8,7.9,7.8,7.9,7.8,7.9
"1175","1175",9.3,9.4,9.4,9.4,9.5,9.5,9.3,9.3,9.3,9.5,9.3,9.5
"1176","1176",7.9,8.1,8,7.9,7.9,8,7.8,8,8,8,8.1,8
"1177","1177",6.8,6.9,6.8,6.9,7,6.7,6.8,6.8,6.8,6.8,6.6,6.8
"1178","1178",11,11,11,11,11,11,11,11,11,11,11,11
"1179","1179",8.2,8.3,8.1,8.2,8.1,8.1,8.1,8.2,8.1,8.1,8.1,8.3
"1180","1180",6.3,6.4,6.4,6.3,6.3,6.4,6.3,6.2,6.3,6.3,6.3,6.3
"1181","1181",8,8,7.9,8.1,8.1,8,8,8,8,8.1,8,8
"1182","1182",7.9,7.9,7.7,7.8,7.8,7.8,7.9,7.8,7.7,7.8,7.7,7.8
"1183","1183",7.8,8,8,7.9,7.8,7.8,7.9,7.8,7.8,7.8,7.9,7.7
"1184","1184",6.5,6.6,6.6,6.6,6.7,6.5,6.6,6.7,6.5,6.6,6.6,6.7
"1185","1185",11,11,11,11,11,11,11,11,11,11,11,11
"1186","1186",7.5,7.4,7.3,7.5,7.4,7.4,7.3,7.5,7.4,7.4,7.4,7.4
"1187","1187",6.8,6.9,6.8,6.7,6.8,6.9,6.8,6.8,6.9,6.8,6.9,6.8
"1188","1188",7.9,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.7,7.7,7.9,7.9
"1189","1189",7.4,7.5,7.4,7.5,7.4,7.4,7.4,7.3,7.3,7.3,7.4,7.3
"1190","1190",7.7,7.7,7.8,7.8,7.7,7.7,7.7,7.6,7.7,7.6,7.6,7.7
"1191","1191",7.1,6.9,7.1,7.1,7.2,7.2,7.1,7,6.9,7.2,7.2,7.1
"1192","1192",6.7,6.6,6.7,6.7,6.8,6.9,6.7,6.8,6.7,6.7,6.5,6.8
"1193","1193",10,10,10,11,11,10,11,11,11,10,11,10
"1194","1194",6.8,7,6.9,6.8,6.9,7,7,6.9,6.9,6.9,6.8,6.9
"1195","1195",7.2,7.2,7.2,7.1,7.2,7.2,7.2,7.2,7.2,7.3,7.2,7.4
"1196","1196",6.3,6.3,6.4,6.2,6.2,6.3,6.2,6.3,6.3,6.3,6.3,6.2
"1197","1197",6.1,6.2,6.1,6.1,6,6.1,6,6,6.1,6.1,6.1,6.1
"1198","1198",6.2,6.3,6.2,6.3,6.2,6.3,6.3,6.1,6.2,6.1,6.3,6.1
"1199","1199",8.4,8.5,8.4,8.3,8.4,8.5,8.4,8.5,8.5,8.6,8.5,8.4
"1200","1200",7.4,7.5,7.6,7.5,7.5,7.3,7.5,7.6,7.5,7.4,7.4,7.5
"1201","1201",7,6.9,6.9,6.9,6.9,6.9,6.8,6.9,6.9,7,6.9,6.9
"1202","1202",9.8,9.8,9.8,9.8,9.8,9.9,9.9,9.9,9.8,9.8,9.7,9.8
"1203","1203",6,6,6.1,6.1,6.2,6,6,6.1,6.2,6.2,6,6.1
"1204","1204",9.6,9.6,9.6,9.5,9.6,9.7,9.6,9.8,9.7,9.6,9.6,9.6
"1205","1205",7.4,7.5,7.5,7.5,7.6,7.4,7.5,7.5,7.5,7.6,7.4,7.6
"1206","1206",7.3,7.2,7.4,7.2,7.2,7.3,7.2,7.3,7.3,7.4,7.4,7.4
"1207","1207",7.5,7.5,7.4,7.6,7.5,7.5,7.4,7.6,7.5,7.5,7.4,7.5
"1208","1208",7.8,7.8,7.7,7.6,7.8,7.6,7.7,7.7,7.6,7.6,7.7,7.7
"1209","1209",6.1,6,6,6.1,6.1,6.1,6.1,6.1,5.9,6,6,6
"1210","1210",9.3,9.2,9.2,9.3,9.3,9.3,9.3,9.4,9.3,9.3,9.3,9.2
"1211","1211",6.4,6.5,6.3,6.4,6.4,6.4,6.4,6.4,6.5,6.5,6.3,6.4
